designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,cntr,source_id,coadd_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,rel,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w3cc_map,w3cc_map_str,w4cc_map,w4cc_map_str,best_use_cntr,ngrp,w1flux,w1sigflux,w1sky,w1sigsk,w1conf,w2flux,w2sigflux,w2sky,w2sigsk,w2conf,w3flux,w3sigflux,w3sky,w3sigsk,w3conf,w4flux,w4sigflux,w4sky,w4sigsk,w4conf,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w3mag,w3sigm,w3flg,w3mcor,w4mag,w4sigm,w4flg,w4mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w3mag_1,w3sigm_1,w3flg_1,w4mag_1,w4sigm_1,w4flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w3mag_2,w3sigm_2,w3flg_2,w4mag_2,w4sigm_2,w4flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w3mag_3,w3sigm_3,w3flg_3,w4mag_3,w4sigm_3,w4flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w3mag_4,w3sigm_4,w3flg_4,w4mag_4,w4sigm_4,w4flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w3mag_5,w3sigm_5,w3flg_5,w4mag_5,w4sigm_5,w4flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w3mag_6,w3sigm_6,w3flg_6,w4mag_6,w4sigm_6,w4flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w3mag_7,w3sigm_7,w3flg_7,w4mag_7,w4sigm_7,w4flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,w3mag_8,w3sigm_8,w3flg_8,w4mag_8,w4sigm_8,w4flg_8,w1magp,w1sigp1,w1sigp2,w1k,w1ndf,w1mlq,w1mjdmin,w1mjdmax,w1mjdmean,w2magp,w2sigp1,w2sigp2,w2k,w2ndf,w2mlq,w2mjdmin,w2mjdmax,w2mjdmean,w3magp,w3sigp1,w3sigp2,w3k,w3ndf,w3mlq,w3mjdmin,w3mjdmax,w3mjdmean,w4magp,w4sigp1,w4sigp2,w4k,w4ndf,w4mlq,w4mjdmin,w4mjdmax,w4mjdmean,rho12,rho23,rho34,q12,q23,q34,xscprox,w1rsemi,w1ba,w1pa,w1gmag,w1gerr,w1gflg,w2rsemi,w2ba,w2pa,w2gmag,w2gerr,w2gflg,w3rsemi,w3ba,w3pa,w3gmag,w3gerr,w3gflg,w4rsemi,w4ba,w4pa,w4gmag,w4gerr,w4gflg,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
J021950.83-494714.8,34.9617992,-49.7874456,0.3519,0.3484,-0.1065,272.0932244,-61.7132256,3.8567204,-57.9734075,1839.647,2543.244,348050001351046230,0348m500_ac51-046230,0348m500_ac51,46230,17.300,0.113,9.6,0.919,16.929,,1.8,0.878,12.713,,-0.1,0.821,9.145,,0.0,0.865,0.88,1,0,0.000,0.000,0.000,0.007,0000,34.9617833,-49.7874575,0.5027,0.4950,-0.1287,758,1638,804,1609,0.918,0.878,0.821,0.865,0.879,2N000,0000,,0,nnnn,BUUU,1,0000,6,40,0,40,0,17,0,17,39.911,39.842,17.948,17.563,0,,0,,0,,0,,348050001351046230,0,19.05,1.99,8.233,2.706,0.022,5.109,2.785,23.884,3.421,0.283,-3.575,65.14,1326.314,28.109,3.388,0.1628,17.34,386.556,10.699,2.656,16.489,0.157,1,0.261,16.295,,32,0.319,12.363,,32,0.825,8.824,,32,0.576,17.412,0.205,1,17.048,,32,13.668,,32,9.832,,32,16.750,0.157,1,16.614,,32,13.188,,32,9.400,,32,16.200,0.124,1,16.127,,32,12.799,,32,9.060,,32,15.678,0.095,1,16.207,0.397,1,12.477,,32,8.771,,32,15.275,0.079,1,15.698,0.301,1,12.193,,32,8.513,,32,15.038,0.075,17,15.455,0.284,1,11.962,,32,8.280,,32,14.927,0.079,17,15.365,0.304,1,11.752,,32,8.066,,32,14.880,0.087,17,15.355,0.346,1,11.555,,32,7.869,,32,17.324,0.824,0.130,0.626,36,1.75,55371.34080741,55552.50772200,55475.42261869,17.854,3.638,0.575,0.605,24,0.01,55371.34080741,55552.50772200,55475.42261869,,,,0.677,8,0.00,55371.34080741,55372.99453948,55372.23186976,,,,0.690,7,0.02,55371.34080741,55372.99453948,55372.23186976,-18,-5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.5291118473560370,0.3699626126489180,-0.7636545804416220,103213223,9791133041635
