designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,cntr,source_id,coadd_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,rel,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,w1cc_map,w1cc_map_str,w2cc_map,w2cc_map_str,w3cc_map,w3cc_map_str,w4cc_map,w4cc_map_str,best_use_cntr,ngrp,w1flux,w1sigflux,w1sky,w1sigsk,w1conf,w2flux,w2sigflux,w2sky,w2sigsk,w2conf,w3flux,w3sigflux,w3sky,w3sigsk,w3conf,w4flux,w4sigflux,w4sky,w4sigsk,w4conf,w1mag,w1sigm,w1flg,w1mcor,w2mag,w2sigm,w2flg,w2mcor,w3mag,w3sigm,w3flg,w3mcor,w4mag,w4sigm,w4flg,w4mcor,w1mag_1,w1sigm_1,w1flg_1,w2mag_1,w2sigm_1,w2flg_1,w3mag_1,w3sigm_1,w3flg_1,w4mag_1,w4sigm_1,w4flg_1,w1mag_2,w1sigm_2,w1flg_2,w2mag_2,w2sigm_2,w2flg_2,w3mag_2,w3sigm_2,w3flg_2,w4mag_2,w4sigm_2,w4flg_2,w1mag_3,w1sigm_3,w1flg_3,w2mag_3,w2sigm_3,w2flg_3,w3mag_3,w3sigm_3,w3flg_3,w4mag_3,w4sigm_3,w4flg_3,w1mag_4,w1sigm_4,w1flg_4,w2mag_4,w2sigm_4,w2flg_4,w3mag_4,w3sigm_4,w3flg_4,w4mag_4,w4sigm_4,w4flg_4,w1mag_5,w1sigm_5,w1flg_5,w2mag_5,w2sigm_5,w2flg_5,w3mag_5,w3sigm_5,w3flg_5,w4mag_5,w4sigm_5,w4flg_5,w1mag_6,w1sigm_6,w1flg_6,w2mag_6,w2sigm_6,w2flg_6,w3mag_6,w3sigm_6,w3flg_6,w4mag_6,w4sigm_6,w4flg_6,w1mag_7,w1sigm_7,w1flg_7,w2mag_7,w2sigm_7,w2flg_7,w3mag_7,w3sigm_7,w3flg_7,w4mag_7,w4sigm_7,w4flg_7,w1mag_8,w1sigm_8,w1flg_8,w2mag_8,w2sigm_8,w2flg_8,w3mag_8,w3sigm_8,w3flg_8,w4mag_8,w4sigm_8,w4flg_8,w1magp,w1sigp1,w1sigp2,w1k,w1ndf,w1mlq,w1mjdmin,w1mjdmax,w1mjdmean,w2magp,w2sigp1,w2sigp2,w2k,w2ndf,w2mlq,w2mjdmin,w2mjdmax,w2mjdmean,w3magp,w3sigp1,w3sigp2,w3k,w3ndf,w3mlq,w3mjdmin,w3mjdmax,w3mjdmean,w4magp,w4sigp1,w4sigp2,w4k,w4ndf,w4mlq,w4mjdmin,w4mjdmax,w4mjdmean,rho12,rho23,rho34,q12,q23,q34,xscprox,w1rsemi,w1ba,w1pa,w1gmag,w1gerr,w1gflg,w2rsemi,w2ba,w2pa,w2gmag,w2gerr,w2gflg,w3rsemi,w3ba,w3pa,w3gmag,w3gerr,w3gflg,w4rsemi,w4ba,w4pa,w4gmag,w4gerr,w4gflg,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,x,y,z,spt_ind,htm20
J021930.82-494148.9,34.8784555,-49.6969346,0.2783,0.2724,-0.0793,272.0386132,-61.8153310,3.8813498,-57.8688994,1980.402,2780.369,348050001351046330,0348m500_ac51-046330,0348m500_ac51,46330,17.047,0.095,11.5,0.878,16.653,0.230,4.7,0.916,12.526,,0.8,1.05,9.320,,-0.1,0.947,0.927,1,0,0.001,0.000,0.000,0.000,0000,34.8784269,-49.6969137,0.3773,0.3725,-0.1084,2283,1258,-1122,1227,0.874,0.916,1.05,0.947,0.926,2N004,0000,,0,nnnn,ABUU,3,0000,9,37,1,37,0,17,0,17,38.085,37.730,17.905,17.878,0,,0,,0,,0,,348050001351046330,0,24.06,2.097,8.115,2.672,0.151,13.77,2.92,23.590,3.449,0.141,46.1,54.3,1326.898,26.129,3.495,-1.718,14.82,387.219,10.212,2.611,17.116,0.266,1,0.261,16.632,0.419,1,0.319,12.268,,32,0.825,8.693,,32,0.576,17.751,0.269,1,17.413,0.471,1,13.436,,32,9.709,,32,17.377,0.266,1,16.951,0.419,1,13.093,,32,9.269,,32,17.158,0.281,1,16.744,0.449,1,12.908,,32,8.922,,32,16.970,0.293,1,16.589,0.479,1,15.250,,32,8.627,,32,16.812,0.305,17,16.400,0.478,1,12.569,,32,8.365,,32,16.699,0.324,17,16.198,0.465,1,12.320,,32,8.127,,32,16.635,0.355,17,16.096,0.491,1,11.978,,32,7.911,,32,16.659,0.417,17,15.338,,32,11.717,,32,7.711,,32,17.081,0.838,0.138,0.677,34,5.19,55371.34080741,55552.50772200,55469.22788455,16.695,1.514,0.249,0.632,27,0.23,55371.34080741,55552.50772200,55469.22788455,13.954,5.964,1.447,0.672,7,0.18,55371.34080741,55372.99453948,55372.21629712,,,,0.597,7,0.05,55371.34080741,55372.99453948,55372.21629712,18,-3,-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.5306384369155530,0.3698819426927770,-0.7626337244953409,103213222,9791066517096
J021931.78-494147.6,34.8824393,-49.6965695,0.4468,0.4357,-0.1335,272.0342060,-61.8137689,3.8855969,-57.8701921,1973.655,2781.322,348050001351046572,0348m500_ac51-046572,0348m500_ac51,46572,17.569,0.150,7.2,0.857,17.113,0.325,3.3,0.9,12.927,,-1.1,0.922,9.134,,-0.8,0.853,0.879,1,0,0.001,0.000,0.000,0.000,9000,34.8824454,-49.6965632,0.6288,0.6115,-0.1652,-241,2117,-618,2060,0.857,0.9,0.922,0.853,0.879,1N001,0000,,0,nnnn,BBUU,3,0000,0,37,1,37,0,17,0,17,37.772,37.632,17.763,17.866,0,,0,,0,,0,,348050001351046572,0,14.88,2.054,8.156,2.655,0.032,9.014,2.697,23.625,3.380,0.360,-59.29,53.48,1327.099,25.859,5.647,-14.39,17.59,387.406,11.167,1.784,17.324,0.374,17,0.261,16.118,,32,0.319,12.185,,32,0.825,8.808,,32,0.576,18.126,0.437,1,16.933,,32,13.575,,32,9.826,,32,17.585,0.374,17,16.437,,32,13.010,,32,9.384,,32,17.186,0.332,17,16.599,0.415,1,12.582,,32,9.037,,32,16.942,0.328,17,16.093,0.321,1,12.248,,32,8.740,,32,16.884,0.376,17,15.788,0.293,1,12.014,,32,8.478,,32,16.996,0.492,17,15.671,0.314,1,11.921,,32,8.241,,32,16.352,,32,15.723,0.399,1,11.928,,32,8.024,,32,16.497,,32,15.142,,32,11.924,,32,7.823,,32,17.621,1.086,0.179,0.808,29,0.14,55371.34080741,55552.50772200,55469.22788455,17.341,2.202,0.362,0.616,24,0.12,55371.34080741,55552.50772200,55469.22788455,,,,0.807,6,0.07,55371.34080741,55372.99453948,55372.21629712,,,,0.663,7,0.00,55371.34080741,55372.99453948,55372.21629712,7,6,-76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.5306167040778310,0.3699216165164770,-0.7626296027478970,103213222,9791066516209
