id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag,snr
5,57.33282511544173,54.438822502002424,0.38945606516235726,0.05049147829413414,0.06807870952227975,25,886.00830078125,18643.37109375,-10.676311492919922,-4.324714147439607,1586.37255859375
13,15.784943690075737,295.40753864787314,0.39289048385783143,0.03567981719970703,0.052692990683759204,25,107.2739486694336,2255.7021484375,-8.383204460144043,-2.0330260436507537,191.5311737060547
14,15.85147623705983,296.61605248734526,0.2257774933891899,-0.3422219157218933,-0.6960441674435072,25,82.04537200927734,1621.891357421875,-8.025053977966309,-2.4191021000304658,146.34263610839844
6,11.62955264902018,57.86719650340921,0.3934067723767757,0.0667901486158371,-0.04972370180891212,25,67.19331359863281,1427.054443359375,-7.886101722717285,-1.4733827801331456,119.74015808105469
10,73.66689388790898,199.8764789614531,0.39297743663950413,0.060869716107845306,-0.004617442979321077,25,62.169795989990234,1311.9346923828125,-7.794780731201172,-1.4270087089807693,110.7422103881836
4,132.0839456389573,17.232545682886048,0.3950990211417627,0.0714530348777771,0.05256117217351168,25,49.015350341796875,1029.6201171875,-7.5316925048828125,-1.1876577909634871,87.18043518066406
8,195.03041025528003,158.24889702242723,0.39513650068616657,0.07052209228277206,0.06024047848630225,25,44.24856185913086,927.6884155273438,-7.418505668640137,-1.0869148511275095,78.642333984375
9,284.67083392531646,162.10316315236335,0.3949436511150972,0.07811221480369568,0.07251041613425852,25,40.64617919921875,847.7473754882812,-7.320666313171387,-1.026519867689084,72.18987274169922
11,20.19863372888568,240.45312090599026,0.3924212536878149,0.05304386839270592,0.06917072257089349,25,39.77309799194336,827.2789916992188,-7.294129848480225,-1.0231348395130127,70.62603759765625
2,204.05894531174502,7.250484032528439,0.3950031679205631,0.059756696224212646,0.016552291210669756,25,21.339950561523438,443.9278259277344,-6.61828088760376,-0.340038844425508,37.60923385620117
1,5.00140221600014,6.217504821918613,0.3954529571143354,0.07214393466711044,0.06574545293734665,25,21.1417179107666,440.19879150390625,-6.609122276306152,-0.324563990101987,37.25416564941406
3,165.0036144090548,12.608495800601945,0.3946902531431493,0.043819159269332886,0.03482270365784458,25,18.098661422729492,378.6441650390625,-6.445578575134277,-0.13432002956976558,31.803550720214844
12,62.997437390030726,247.66466380433914,0.3945708360007648,0.03973732888698578,0.0028850674796176974,25,17.68008804321289,367.97650146484375,-6.414549827575684,-0.13863863189415152,31.053817749023438
7,134.0627489383319,63.88539072224935,0.3941287090059932,0.05927366763353348,0.018566708521779714,25,16.722368240356445,348.947265625,-6.356899738311768,-0.06043440664308065,29.3383846282959
