id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag,snr
88,28.969175633707554,285.05606796812685,0.498622777958257,0.2853832244873047,-0.7241583905899054,25,1.1986676454544067,22.589298248291016,-3.3847568035125732,-12.223662698021636,1275976.375
83,32.44577765787194,284.00929412380225,0.5318218656293056,-0.29937106370925903,-0.047392110260211735,25,1.1955605745315552,20.9376220703125,-3.302318572998047,-12.332451852859826,1272669.0
80,22.725739639251437,283.43868741787827,0.4328342311370643,-0.4306809902191162,-0.7645264080821625,25,1.1675455570220947,23.84249496459961,-3.4433791637420654,-11.961058709388478,1242847.125
114,8.4410112593741,293.1670295916094,0.4393773998154408,-0.39513522386550903,0.3768249538986496,25,1.1355407238006592,21.311304092407227,-3.3215250968933105,-12.143460677281652,1208778.125
105,88.65421396423916,292.231752629894,0.513297713741596,-0.24779020249843597,0.19837378912617382,25,1.0092101097106934,19.947017669677734,-3.249695062637329,-11.661639892377442,1074299.75
35,153.76104191702152,267.1397794639742,0.4305980199058319,-0.3997291624546051,-0.13274056601287387,25,0.9869415163993835,17.753833770751953,-3.123230457305908,-12.320117776357055,1050594.875
67,20.96866584458447,280.6267256600523,0.43580893650710295,-0.6320644021034241,0.29851289795917274,25,0.9817615151405334,17.48577880859375,-3.1067123413085938,-12.313861013537423,1045080.8125
123,60.82773224625885,297.90390005525114,0.46956837669383583,0.9556673169136047,-0.19192257786058298,25,0.934851348400116,10.154838562011719,-2.5166823863983154,-12.936245102208249,995145.125
110,89.06663383667772,292.1938811282392,0.36211598391865896,0.3441169261932373,-0.34246711982479056,25,0.9271724820137024,19.274364471435547,-3.2124500274658203,-11.675601681732452,986971.0
14,101.91743366313499,260.571488015786,0.4279698524457806,-0.025652341544628143,0.2864979192134804,25,0.9121146202087402,17.140323638916016,-3.085047721862793,-11.916963462337044,970942.0
63,50.46524804608056,279.49391007855525,0.5105419675175807,0.3643742799758911,-0.7552309055571628,25,0.8762737512588501,15.444235801696777,-2.9719161987304688,-12.055583295097358,932789.5625
79,19.701658625729245,280.6944617925328,0.48664765041287306,0.7557299137115479,0.4235159218067995,25,0.8472405672073364,18.339298248291016,-3.158456802368164,-11.357928685994736,901883.8125
2,1.3106186595598888,257.16476572835774,0.3398540771399705,-0.6533923149108887,-0.11633683461878551,25,0.8087012767791748,9.63029956817627,-2.459099531173706,-12.94209298295688,860858.9375
84,47.97315234353579,282.93129303401423,0.3958930062090902,0.5346744656562805,0.17691893288271768,25,0.8024846911430359,15.627628326416016,-2.9847326278686523,-11.902218743801921,854241.375
116,57.532825806333456,295.85294732061914,0.4601671823474129,0.06654393672943115,-0.2055980071240078,25,0.7762149572372437,13.493795394897461,-2.8253352642059326,-12.045740175956619,826277.375
103,39.170212037275725,291.2528902069432,0.429519015310504,-0.6856933832168579,-0.36420455218169134,25,0.7654684782028198,15.688613891601562,-2.9889612197875977,-11.583386454283255,814837.8125
113,3.328867480527485,293.8420261235732,0.5181331274568817,0.5641053318977356,0.3026712685979176,25,0.7330310940742493,10.60287094116211,-2.56355881690979,-12.211591215183976,780308.375
22,160.3582774081702,263.22172147597286,0.5597312680359848,0.1497681885957718,0.5925438008780324,25,0.6991146802902222,14.002229690551758,-2.865493059158325,-11.524026781272877,744204.5
87,8.172273742624249,286.57026630706395,0.4320776990187334,-0.021535690873861313,0.05903726281523902,25,0.6964661478996277,11.504315376281738,-2.6521518230438232,-11.985116519740549,741385.125
70,147.20043628672735,279.55294750939464,0.5467807619417676,0.687770664691925,0.3058067760597226,25,0.6725708842277527,10.087170600891113,-2.5094234943389893,-12.10191538005863,715948.75
6,24.653700600999365,257.7246857414233,0.4710975380475928,0.6193004250526428,0.018804019739432975,25,0.6642894148826599,6.032578945159912,-1.951257586479187,-12.590474205839254,707133.125
53,34.966331235884,275.2842815613825,0.5006444163286821,0.8696542382240295,0.4679941993295061,25,0.6628705263137817,12.213178634643555,-2.717071771621704,-11.738817299306747,705622.75
62,16.744721688530177,278.985490782896,0.43602378204186354,-0.17351248860359192,0.8308550628588196,25,0.6625115275382996,10.047871589660645,-2.50518536567688,-12.353437183509225,705240.5625
108,65.20517982262568,292.81540004223115,0.45761997952908406,-0.35749444365501404,0.10531371687966211,25,0.6442734599113464,9.912784576416016,-2.4904892444610596,-12.073282840057054,685826.25
93,41.3568863738035,287.1138909218587,0.6240384323172053,-0.8367362022399902,-0.7497306704708151,25,0.6251317262649536,10.22775650024414,-2.5244510173797607,-11.829788607781708,665449.9375
72,34.72357037753585,283.45658215363,0.5434334158035252,-0.902214765548706,0.38388213354566525,25,0.6233153343200684,12.731608390808105,-2.7622082233428955,-11.370161467740335,663516.4375
122,56.864023314500265,297.4413850281209,0.3095325787471012,-0.9441091418266296,-0.25717080407485154,25,0.6217222213745117,9.895511627197266,-2.488595724105835,-12.20612397311963,661820.5625
117,92.29794942730148,294.1260567405816,0.580077325165045,-0.5823681354522705,-0.8481980400981278,25,0.6141541004180908,10.787461280822754,-2.5822982788085938,-11.671814262441016,653764.3125
104,75.03419111268846,290.32440400310827,0.5132615005789206,0.7891947627067566,0.2840849553560296,25,0.5888752937316895,8.440353393554688,-2.315901517868042,-12.019237753870515,626855.125
126,147.02958749972782,298.73096339008987,0.4565882841474982,0.03362930938601494,-0.04209239976651661,25,0.5743916630744934,2.326045036315918,-0.9165453314781189,-12.904549506084894,611437.375
118,37.10549555705599,295.61117110954706,0.30910698003304127,0.24768184125423431,0.9745191110071029,25,0.565456748008728,10.560117721557617,-2.5591719150543213,-11.874465675081273,601926.1875
96,22.63369907053851,287.6243267105346,0.5996926050037612,-0.9408860802650452,0.8536928542722688,25,0.558406412601471,9.038728713989258,-2.390268325805664,-11.714828661995522,594421.1875
98,93.28804197684688,289.63842542391336,0.4640437139167219,-0.5706040859222412,-0.6038771852229654,25,0.5526396632194519,7.173071384429932,-2.1392629146575928,-12.276839417546652,588282.5
42,22.57424221697037,270.9539781807193,0.664801354806975,-0.44487854838371277,0.7496862514024712,25,0.5526096820831299,8.042512893676758,-2.263479471206665,-11.80560682084712,588250.5625
97,86.84961606008657,289.2381532460021,0.8421869156584986,0.9278715252876282,0.4020379229958371,25,0.5401738286018372,11.01390266418457,-2.6048531532287598,-10.574055817898444,575012.625
127,166.0376312869016,298.1966206858472,0.2981168480329082,-0.059829723089933395,-0.23499004310604452,25,0.5353216528892517,5.427391052246094,-1.8364777565002441,-12.710930924897568,569847.5625
3,14.78007994627686,257.28106414849975,0.2895644483002293,0.39912694692611694,-0.5472047895028677,25,0.5148878693580627,7.401890754699707,-2.173356771469116,-12.162319414896617,548095.875
30,100.2872686784159,267.3203384495458,0.5684833111386044,0.6181820631027222,-0.23537914157444922,25,0.4928812086582184,4.715061187744141,-1.683718204498291,-12.21642779557854,524669.875
77,144.27736358508676,281.28718063012786,0.4940738010985351,-0.4021140933036804,0.8976120256784337,25,0.49083662033081055,9.055418968200684,-2.3922712802886963,-11.334406346198062,522493.40625
125,113.22255797516665,297.98960736832277,0.3168267200077134,-0.24255329370498657,-0.9965395187154767,25,0.48739859461784363,6.457479476928711,-2.0251576900482178,-12.162731989718733,518833.65625
20,24.692269164892238,266.3454531522326,0.5410189488276147,-0.1994284689426422,0.7058165186210547,25,0.4824252128601074,3.2840816974639893,-1.2910348176956177,-12.374661113526136,513539.5
68,86.26813627631783,278.0547215870128,0.5665051964965867,-0.3345507085323334,0.7543041306494195,25,0.4712304174900055,4.921539783477783,-1.7302525043487549,-12.025281192511843,501622.6875
107,63.113611922237325,293.76627701635715,0.6664080972896963,-0.16775788366794586,-0.023958611117602516,25,0.47014302015304565,6.734379768371582,-2.070744037628174,-11.685579008913953,500465.15625
58,87.34907999001527,277.1751783180529,0.7151740546421065,0.5809531211853027,0.7235215770704063,25,0.4389183819293976,4.521790027618408,-1.6382759809494019,-11.875071251035989,467226.6875
5,99.98258204674556,257.78423200059314,0.3328681035975723,0.6745755672454834,-0.35505634139639153,25,0.41965410113334656,6.802561283111572,-2.081681251525879,-11.652093982041368,446719.9375
40,8.433124449763575,271.32535537718337,0.5882474510960161,-0.20469161868095398,0.2981727504038985,25,0.41719043254852295,6.305187225341797,-1.9992449283599854,-11.632569179030748,444097.375
120,138.37777242153757,296.1021686733997,0.6047053683543021,-0.11230873316526413,-0.9539047260644101,25,0.4147419035434723,4.0912065505981445,-1.5296285152435303,-11.840395314045235,441490.9375
81,68.50556454459216,283.9656118768941,0.5210175491346876,0.7242223024368286,0.7123811608166554,25,0.40279075503349304,1.9756650924682617,-0.7392833232879639,-12.31159161715089,428768.96875
49,39.7504797587808,274.2024077837404,0.42924027534644765,-0.7985036373138428,0.21333506851007608,25,0.3933904469013214,6.794777870178223,-2.0804381370544434,-11.593858906793473,418762.40625
33,7.691469465200722,270.49375181605546,0.36124240055481766,0.7610927820205688,0.2670018259169591,25,0.38557934761047363,6.192500114440918,-1.9796650409698486,-11.604428371215477,410447.5
90,17.618523786503292,285.5685045738728,0.4061685116812747,0.007334572728723288,0.7161136383391911,25,0.37964844703674316,4.46964168548584,-1.6256818771362305,-11.857274437328748,404134.09375
48,29.47070109174661,273.1890895489109,0.5115187192477743,-0.7294142246246338,0.10786286279594819,25,0.37769851088523865,6.461719036102295,-2.0258703231811523,-11.320266115701143,402058.40625
47,0.27976836418366136,274.0547456512722,0.45879134982000663,0.8952010869979858,0.5940302852321381,25,0.3717004656791687,1.8674379587173462,-0.6781154870986938,-12.30790024344959,395673.5
119,74.53739799199154,295.7941710641086,0.612605555188931,-0.4869498312473297,0.8682664337128071,25,0.3643864691257477,3.599045515060425,-1.3904683589935303,-11.808587489056322,387887.78125
28,38.10057224703943,268.8060021879292,0.29603956577922597,0.13434256613254547,-0.4300954526411847,25,0.35870078206062317,7.1786346435546875,-2.1401045322418213,-11.026787620435783,381835.40625
9,5.8806609338284455,258.99624706524895,0.3874473622030678,0.18495237827301025,-0.1542611403845166,25,0.3456538915634155,6.0970258712768555,-1.9627951383590698,-11.40902606911058,367947.03125
111,131.3662954887531,292.4810771170476,0.45388375335930986,0.7525740265846252,0.08394698174692004,25,0.32205283641815186,4.194992542266846,-1.5568280220031738,-11.736283442897662,342823.8125
101,122.86847768055182,289.9563877919937,0.5698263265406336,-0.06341169029474258,0.2932196787055265,25,0.3192056715488434,0.7460395097732544,0.3180954158306122,-11.981459385111767,339793.03125
106,131.1904951113658,291.414075860303,0.5083997363842707,-0.37757715582847595,0.28511085142093556,25,0.3191886246204376,4.968935489654541,-1.7406584024429321,-11.369218071194307,339774.875
1,135.0568817429201,257.4425502004713,0.7063054352979569,0.35276705026626587,-0.46564994958831135,25,0.3121615946292877,3.2455549240112305,-1.2782223224639893,-11.489264959582734,332294.625
45,90.83881613527417,272.68268269642834,0.6219697485208352,0.4294874370098114,0.21235046280356593,25,0.3116609454154968,3.729753255844116,-1.429200291633606,-11.515894042762211,331761.6875
